Flight ID,Aircraft ID,Arrival Time,Airline ID
61,2449,2019-06-13 09:48,20
62,1753,2018-03-25 15:00,33
63,883,2017-09-28 15:35,34
64,200,2016-11-29 09:56,35
65,400,2011-11-26 09:42,33
66,1338,2013-04-13 18:10,36
67,1668,2021-06-02 13:03,27
68,582,2016-12-01 12:19,11
69,229,2021-08-18 01:46,11
70,2512,2010-03-05 14:35,37
71,2212,2023-07-03 04:06,38
72,1593,2010-10-10 14:18,30
73,722,2022-11-21 23:34,8
74,1676,2011-06-04 20:03,39
75,2377,2014-09-21 00:14,8
76,617,2024-06-26 22:10,17
77,2469,2015-03-11 12:45,26
78,913,2017-08-22 12:10,40
79,1966,2016-10-30 12:33,18
80,1858,2022-11-25 19:27,8
81,1051,2023-01-13 20:48,8
82,2126,2024-10-28 16:21,41
83,1639,2022-12-08 18:57,28
84,2662,2014-07-06 18:38,42
85,2398,2010-10-25 03:41,8
86,2509,2023-01-19 08:11,14
87,2713,2021-04-27 15:22,29
88,848,2023-03-01 21:22,11
89,701,2019-03-09 10:01,43
90,1620,2015-12-20 06:08,44
91,874,2019-05-07 17:52,1
92,2576,2019-01-22 21:43,38
93,476,2017-10-02 22:19,8
94,706,2019-01-12 00:20,1
95,541,2024-12-10 18:48,45
96,1023,2015-12-13 03:11,11
97,482,2018-12-17 05:17,43
98,1756,2016-06-23 01:40,46
99,2032,2018-11-12 10:43,47
100,1928,2024-02-16 18:55,8
101,2049,2012-05-26 16:27,48
102,393,2016-11-21 01:21,34
103,973,2014-09-22 16:19,43
104,561,2013-09-13 04:53,49
105,890,2014-06-26 07:15,11
106,2694,2012-01-06 05:52,14
107,918,2017-07-10 14:05,41
108,2641,2015-06-30 12:21,46
109,623,2012-10-21 01:51,1
110,2886,2022-03-08 12:47,10
111,1794,2012-12-27 08:20,2
112,504,2019-03-30 08:18,8
113,2263,2022-08-07 21:50,1
114,592,2017-12-01 12:17,8
115,1987,2023-05-03 19:44,50
116,305,2018-08-01 21:49,26
117,530,2012-08-14 23:44,51
118,280,2010-04-03 20:16,43
119,2286,2017-07-10 13:50,45
120,2379,2011-06-13 19:57,2
121,1160,2010-12-22 21:42,52
122,2883,2023-03-15 03:01,12
123,109,2024-08-16 19:05,53
124,2854,2018-11-30 15:03,8
125,319,2020-03-20 03:45,54
126,711,2016-08-18 04:21,48
127,1637,2013-11-19 04:48,55
128,202,2019-09-11 03:44,8
129,1814,2022-04-14 05:25,33
130,1319,2019-10-04 14:11,15
131,2565,2011-05-20 14:32,8
132,1960,2012-11-30 06:23,55
133,719,2011-02-08 20:00,52
134,2319,2024-09-30 22:29,37
135,1106,2011-04-22 23:39,43
136,516,2019-12-08 04:36,56
137,1161,2024-07-14 08:54,57
138,161,2023-11-12 00:19,58
139,2039,2021-01-25 17:05,48
140,124,2021-02-13 11:46,21
141,897,2023-10-28 18:26,8
142,1240,2022-05-12 20:50,1
143,2841,2014-07-23 16:55,54
144,1839,2010-02-17 08:52,11
145,2604,2014-02-12 21:06,19
146,2662,2011-08-30 18:30,35
147,2274,2013-02-03 03:56,4
148,1570,2019-08-17 11:38,14
149,1841,2022-11-14 15:29,8
150,1260,2016-06-05 18:04,2
151,1665,2013-08-15 10:57,8
152,2660,2023-11-19 00:41,2
153,2556,2010-03-04 12:04,22
154,1772,2016-10-23 04:22,6
155,364,2023-11-01 23:06,14
156,1488,2022-09-10 17:56,59
157,2482,2011-12-17 13:15,43
158,2072,2020-04-30 01:57,43
159,2158,2014-10-12 14:46,17
160,1019,2021-09-07 13:39,8
161,2257,2017-05-26 22:17,11
162,287,2016-07-10 04:01,14
163,1109,2019-08-21 15:27,19
164,741,2012-09-26 08:43,50
165,83,2018-01-23 23:54,8
166,2607,2020-11-12 16:36,31
167,115,2017-04-09 08:59,14
168,1538,2019-11-13 18:43,11
169,2732,2014-09-10 17:05,8
170,2410,2011-09-06 19:38,8
171,2313,2010-06-11 22:39,19
172,203,2011-09-03 13:26,11
173,2811,2019-09-18 20:34,2
174,2209,2020-08-29 10:38,17
175,2169,2019-06-29 04:27,1
176,1922,2019-05-27 09:50,28
177,2923,2023-09-07 04:08,8
178,743,2013-12-07 23:48,38
179,305,2016-04-08 20:29,44
180,1619,2019-06-17 08:28,7
181,1636,2021-12-05 15:21,14
182,2977,2018-07-07 00:48,14
183,259,2015-12-23 21:55,43
184,2348,2018-08-03 05:50,1
185,1800,2016-10-12 04:18,2
186,1433,2022-07-22 15:16,43
187,2370,2013-04-19 07:05,8
188,2170,2014-10-13 18:51,1
189,1505,2013-11-25 07:49,11
190,832,2020-01-17 08:21,18
191,1994,2015-05-06 21:38,29
192,1872,2010-08-03 07:30,8
193,2159,2016-11-11 03:23,8
194,2960,2011-02-13 15:38,37
195,1276,2018-05-10 12:03,50
196,2561,2018-06-22 00:26,1
197,1272,2015-11-27 00:28,21
198,923,2016-05-13 08:13,8
199,1236,2023-03-04 23:23,21
200,1603,2021-11-29 14:19,33
201,1267,2017-11-26 06:40,45
202,629,2010-04-16 10:09,49
203,2288,2012-03-16 18:06,20
204,597,2012-07-24 07:17,52
205,1276,2014-10-12 12:22,8
206,1159,2015-11-30 10:14,2
207,2033,2021-10-09 08:36,36
208,136,2023-11-27 03:16,14
209,137,2022-04-01 14:31,41
210,1377,2012-07-28 07:09,51
211,1925,2023-06-01 17:55,35
212,2048,2018-12-10 07:59,38
213,13,2010-01-28 04:36,37
214,2520,2022-12-08 08:03,10
215,472,2013-12-31 16:12,8
216,864,2018-07-12 06:02,8
217,1483,2023-07-20 01:19,11
218,2536,2024-07-22 23:12,2
219,2624,2011-07-13 21:33,8
220,52,2014-03-11 17:01,56
221,2595,2017-05-19 07:45,8
222,1614,2022-09-30 10:00,27
223,2185,2011-02-18 20:01,8
224,2150,2016-07-09 13:58,17
225,2506,2024-01-18 08:27,26
226,1613,2020-06-05 19:42,15
227,2459,2013-09-23 23:22,20
228,462,2023-12-27 09:31,42
229,2296,2010-12-25 11:55,11
230,1698,2014-12-23 00:29,1
231,2724,2012-08-11 13:44,15
232,1609,2010-05-04 18:15,30
233,1793,2022-10-01 08:26,39
234,2645,2021-02-08 02:46,18
235,2550,2019-04-02 15:23,11
236,2996,2017-09-09 00:03,58
237,418,2010-03-18 02:15,2
238,2047,2012-04-03 09:00,8
239,489,2016-10-21 08:18,9
240,1778,2023-08-05 15:50,40
241,669,2015-03-16 00:29,18
242,991,2013-05-12 14:42,26
243,100,2020-02-10 04:22,8
244,1324,2019-07-11 17:04,22
245,2716,2024-11-05 09:21,22
246,2501,2010-10-22 23:14,4
247,384,2023-02-10 06:24,1
248,2641,2016-12-28 10:35,47
249,334,2019-09-20 15:37,5
250,2140,2023-01-16 07:53,8
251,1926,2019-06-19 10:53,55
252,2268,2020-04-06 02:34,17
253,179,2011-11-08 08:02,54
254,1299,2022-07-27 18:17,11
255,1281,2014-04-21 08:58,8
256,2493,2024-11-06 21:20,53
257,1385,2018-04-22 08:32,8
258,453,2020-11-26 00:27,13
259,1746,2022-09-01 23:50,1
260,666,2014-02-04 03:12,23
261,810,2023-03-17 06:02,43
262,1164,2013-04-14 15:20,8
263,29,2013-02-08 17:28,1
264,569,2018-08-16 02:28,14
265,1245,2014-11-30 20:36,2
266,493,2014-06-02 22:11,43
267,2778,2023-03-12 15:59,45
268,1296,2022-07-24 06:07,8
269,2392,2020-01-11 03:41,43
270,2469,2010-05-30 23:07,11
271,1216,2022-06-18 05:33,41
272,1312,2019-03-02 05:28,15
273,242,2023-07-02 19:31,54
274,1762,2021-06-28 19:04,8
275,1574,2021-02-05 09:23,10
276,1180,2011-10-17 11:47,11
277,481,2018-12-16 09:47,59
278,603,2021-02-09 00:37,11
279,1693,2023-11-22 01:51,46
280,905,2013-04-06 10:22,19
281,407,2015-06-11 13:58,48
282,2559,2020-03-10 10:41,57
283,419,2017-10-04 21:49,8
284,2677,2010-04-04 19:44,14
285,1865,2015-04-16 12:21,35
286,2025,2021-12-03 00:11,34
287,1926,2023-04-15 05:43,8
288,1027,2013-08-13 07:39,19
289,2,2015-03-23 21:49,8
290,2949,2024-10-01 15:07,8
291,1810,2015-06-18 13:01,46
292,103,2023-03-07 01:32,14
293,1305,2013-10-04 03:07,14
294,1035,2013-04-22 19:49,8
295,1751,2010-01-15 12:15,48
296,1726,2010-02-24 01:18,11
297,1172,2012-01-15 15:04,2
298,2240,2016-01-12 01:49,15
299,470,2014-02-28 08:28,14
300,2242,2023-12-24 03:26,8
301,1702,2024-03-11 11:09,55
302,1272,2019-11-22 10:56,27
303,2380,2023-04-27 22:26,19
304,2777,2017-07-20 14:39,8
305,356,2024-11-28 22:27,8
306,690,2021-07-12 05:22,43
307,1285,2015-10-25 04:17,1
308,1101,2013-02-13 03:54,6
309,2089,2024-08-22 01:50,21
310,1649,2010-12-08 06:26,3
311,1502,2015-05-22 18:41,33
312,1145,2021-12-24 23:53,30
313,389,2022-11-09 13:16,8
314,2872,2015-11-03 07:54,12
315,646,2016-06-18 22:53,14
316,2975,2023-01-12 08:48,24
317,2513,2023-10-06 19:38,43
318,1985,2018-02-22 10:34,32
319,1224,2013-01-07 15:28,17
320,1749,2011-08-05 21:27,9
321,822,2022-10-06 21:55,16
322,1753,2013-09-20 18:23,42
323,735,2015-11-29 05:15,52
324,2976,2019-08-17 07:18,43
325,2988,2020-08-18 11:26,1
326,1822,2022-08-31 03:57,31
327,1810,2024-04-06 17:15,20
328,2364,2015-05-04 05:16,34
329,2021,2023-03-01 00:37,2
330,2596,2021-01-06 12:00,56
331,2957,2011-03-05 09:44,2
332,217,2019-06-15 17:01,41
333,759,2021-01-04 10:34,8
334,1015,2018-10-25 20:54,22
335,1551,2016-02-09 20:17,30
336,440,2014-08-14 13:38,8
337,740,2014-12-19 00:12,43
338,2593,2018-05-21 08:34,2
339,835,2022-12-12 23:43,23
340,1203,2018-01-17 10:48,14
341,527,2021-05-06 19:22,17
342,2647,2022-01-10 03:48,8
343,105,2021-01-26 06:06,14
344,1925,2016-07-07 01:25,15
345,2711,2017-07-10 08:30,36
346,1436,2023-05-08 05:53,43
347,227,2015-05-20 18:37,10
348,2675,2017-11-06 06:37,8
349,888,2010-01-25 01:50,48
350,1473,2020-09-18 00:47,2
351,2046,2022-02-11 17:10,8
352,532,2014-07-18 22:45,21
353,1252,2013-03-09 19:16,4
354,2235,2010-12-10 17:25,2
355,2604,2019-11-23 16:14,46
356,2883,2010-09-08 11:31,19
357,2789,2015-06-20 00:22,10
358,1092,2021-09-17 09:44,38
359,2861,2018-01-18 04:35,18
360,312,2014-07-22 12:38,12
361,1913,2010-09-10 02:08,27
362,559,2019-07-19 08:30,2
363,1904,2020-07-22 03:34,18
364,640,2021-12-17 11:29,8
365,2172,2023-12-17 04:49,55
366,350,2012-01-05 20:48,13
367,1274,2019-08-16 14:43,43
368,180,2021-10-08 16:57,54
369,32,2024-07-20 03:18,11
370,1034,2020-02-08 14:23,33
371,927,2021-08-24 00:30,8
372,2810,2011-12-12 15:50,26
373,310,2017-12-27 21:25,6
374,277,2014-02-08 15:58,19
375,1144,2014-11-27 10:36,14
376,2389,2012-02-21 23:51,17
377,1551,2012-04-15 04:31,51
378,2755,2012-08-10 17:56,33
379,1421,2024-10-08 09:50,43
380,2749,2011-07-28 00:50,3
381,666,2019-07-16 12:06,15
382,184,2020-05-06 19:00,1
383,1914,2023-12-12 07:10,27
384,753,2010-05-22 18:27,8
385,2952,2020-06-12 05:20,43
386,2327,2024-11-14 14:05,19
387,862,2010-12-05 09:16,18
388,381,2014-08-31 23:03,11
389,1474,2023-06-29 08:21,29
390,1218,2020-08-13 11:11,8
391,596,2023-04-26 04:00,8
392,250,2019-03-02 23:57,21
393,1454,2022-10-21 07:13,8
394,1284,2022-02-08 20:52,48
395,591,2021-11-02 04:56,43
396,253,2010-03-31 06:41,22
397,2737,2011-11-25 02:58,11
398,2003,2018-05-31 14:58,8
399,467,2017-03-22 00:51,8
400,38,2014-09-07 10:17,8
401,1410,2018-10-24 12:31,11
402,110,2016-12-24 12:09,52
403,1856,2010-03-03 09:08,8
404,2605,2021-02-06 04:35,8
405,1958,2023-10-06 09:53,3
406,1492,2023-03-01 15:19,28
407,1819,2024-07-21 05:20,24
408,781,2022-12-22 19:44,55
409,2007,2011-08-20 03:48,5
410,1832,2020-08-31 05:57,6
411,2479,2021-12-22 07:21,29
412,1762,2014-05-31 20:32,8
413,579,2019-07-31 11:54,8
414,1847,2015-12-18 18:45,49
415,2400,2014-02-25 05:42,11
416,457,2012-10-05 03:19,30
417,2424,2023-11-04 02:29,1
418,2335,2016-06-15 15:31,11
419,2231,2013-10-12 07:52,44
420,2300,2018-07-25 10:00,53
421,833,2017-08-11 11:56,11
422,1657,2014-02-14 02:32,37
423,2088,2023-10-11 17:17,8
424,2548,2017-06-07 19:18,57
425,2341,2024-01-21 13:04,42
426,125,2022-08-16 04:26,14
427,2798,2019-05-28 10:15,48
428,2653,2023-02-25 07:35,8
429,841,2020-02-17 03:33,16
430,2120,2013-10-01 01:55,8
431,167,2016-05-21 21:26,11
432,1956,2015-03-22 04:17,8
433,2454,2019-06-09 11:23,52
434,2968,2016-10-09 14:21,37
435,1042,2019-05-13 20:19,8
436,250,2023-01-18 11:50,59
437,1725,2015-08-18 12:30,9
438,2218,2011-12-15 10:14,8
439,92,2018-07-28 09:32,47
440,2656,2020-08-29 20:10,17
441,1845,2013-07-17 02:42,15
442,907,2019-04-10 02:16,54
443,1759,2018-08-20 12:53,8
444,822,2017-08-29 16:55,11
445,733,2010-04-09 14:37,40
446,834,2010-04-23 15:15,8
447,2244,2014-01-09 15:22,18
448,1502,2023-09-16 00:20,26
449,249,2016-11-27 19:02,1
450,2676,2023-07-28 10:53,11
451,1623,2016-05-22 16:29,42
452,1708,2022-02-13 16:11,39
453,1218,2011-09-27 16:03,14
454,1526,2024-09-27 14:14,32
455,844,2010-03-13 19:55,7
456,1532,2021-11-03 17:52,1
457,1245,2015-11-29 03:36,8
458,762,2012-03-02 23:05,2
459,1162,2016-01-02 03:17,11
460,1157,2012-07-15 11:11,20
461,1968,2013-05-19 03:47,15
462,1522,2024-03-26 13:22,1
463,1071,2024-11-01 13:24,8
464,991,2021-05-10 20:04,17
465,2755,2012-02-29 03:14,9
466,2955,2022-01-29 20:29,43
467,2702,2016-08-24 03:41,50
468,910,2010-08-31 04:47,43
469,188,2013-04-19 21:48,19
470,748,2010-07-26 10:02,46
471,1592,2016-06-12 09:03,45
472,1677,2019-10-08 07:50,8
473,1143,2016-03-28 02:24,14
474,1129,2014-04-15 12:26,23
475,1428,2010-12-27 03:18,35
476,225,2021-09-18 03:25,8
477,2867,2018-08-29 12:30,38
478,495,2010-07-15 20:41,35
479,1978,2013-07-20 05:49,1
480,1215,2022-06-15 16:46,45
481,1159,2013-02-25 14:49,21
482,2790,2012-03-06 05:03,1
483,2033,2011-06-25 17:54,8
484,300,2013-07-17 13:31,8
485,1792,2018-08-16 08:39,46
486,383,2010-06-03 00:40,9
487,2193,2019-12-11 05:59,5
488,2919,2013-11-18 13:08,2
489,2674,2012-07-23 07:43,27
490,1579,2014-04-11 01:48,8
491,2229,2023-01-15 01:15,54
492,1172,2021-07-14 15:36,18
493,1829,2012-02-04 15:37,8
494,2953,2023-01-02 10:30,39
495,2761,2010-06-18 00:03,23
496,1826,2018-05-24 08:44,14
497,2967,2017-06-07 23:01,20
498,2799,2013-08-06 18:09,12
499,487,2014-03-01 17:08,8
500,2104,2013-12-21 09:30,56
501,1847,2012-08-22 01:21,8
502,2407,2013-11-19 15:08,2
503,1351,2013-12-31 21:05,11
504,2095,2021-08-19 02:38,6
505,1231,2021-04-25 00:47,14
506,2208,2018-05-01 19:51,43
507,694,2023-03-13 14:15,8
508,1919,2020-05-23 03:00,19
509,133,2010-07-27 13:17,11
510,2446,2020-12-11 13:13,2
511,2974,2012-02-15 21:46,14
512,976,2022-12-19 22:31,43
513,1260,2022-08-23 18:20,8
514,2100,2020-04-01 00:46,1
515,1382,2016-09-25 04:13,53
516,1230,2013-09-29 12:09,35
517,642,2013-07-21 00:01,40
518,1296,2024-05-04 05:37,8
519,421,2022-10-15 17:22,14
520,921,2010-10-24 14:38,33
521,1050,2021-02-23 16:44,38
522,1925,2014-03-29 07:21,8
523,2524,2013-06-13 00:05,1
524,1041,2019-08-21 13:48,15
525,1003,2014-05-28 00:51,1
526,836,2021-10-02 11:55,10
527,1484,2012-01-20 04:48,3
528,776,2013-05-23 07:17,10
529,2170,2011-07-31 19:33,2
530,443,2017-10-11 05:16,19
531,2550,2022-09-09 01:36,59
532,2926,2020-03-03 12:31,9
533,2555,2018-07-23 02:13,43
534,520,2015-05-06 19:35,8
535,2032,2018-05-11 10:49,11
536,2226,2021-02-19 10:46,19
537,2277,2019-11-07 19:32,19
538,2840,2010-02-14 19:28,11
539,363,2023-09-06 15:59,8
540,2064,2020-04-26 12:18,15
541,201,2021-11-18 02:19,57
542,1353,2018-12-20 20:43,35
543,1738,2020-07-06 16:15,8
544,678,2015-05-02 20:07,8
545,43,2024-05-12 02:33,8
546,2031,2010-09-22 01:54,43
547,738,2013-03-06 23:46,2
548,1094,2023-02-17 06:20,21
549,267,2013-06-05 05:18,26
550,1025,2010-05-23 21:36,16
551,2448,2015-05-21 02:41,47
552,2629,2021-08-10 21:49,43
553,2857,2013-01-06 02:08,1
554,1547,2023-07-09 06:02,37
555,1414,2020-05-27 06:10,2
556,1962,2021-06-04 04:36,48
557,2669,2016-09-28 16:28,8
558,2556,2013-03-01 01:02,11
559,214,2013-09-08 01:15,48
560,2043,2015-03-22 20:38,11
561,771,2020-11-01 09:10,24
562,955,2024-03-21 19:32,7
563,1262,2024-07-09 10:15,1
564,1592,2017-05-02 18:19,11
565,2048,2010-01-02 05:57,31
566,1366,2012-06-28 16:42,8
567,1487,2010-03-01 18:31,20
568,2031,2021-10-16 03:40,32
569,2611,2012-03-22 11:39,8
570,1305,2018-08-17 15:26,17
571,2050,2014-01-07 16:32,43
572,1803,2023-10-05 00:18,46
573,2485,2024-05-23 03:27,14
574,2660,2011-06-18 08:31,43
575,2880,2021-10-11 11:39,1
576,2633,2019-02-24 18:28,2
577,1458,2013-09-30 14:48,33
578,946,2014-06-08 19:08,8
579,289,2020-07-27 16:22,8
580,2242,2023-02-23 18:06,26
581,1368,2020-01-29 20:25,49
582,1892,2011-09-10 13:33,54
583,363,2011-02-13 22:26,11
584,2542,2013-07-07 13:56,38
585,2817,2012-12-26 15:05,8
586,371,2022-07-12 05:31,45
587,1544,2011-12-22 00:52,15
588,2229,2017-07-22 14:22,60
589,72,2018-12-12 21:51,8
590,2490,2010-07-26 19:02,13
591,321,2014-11-27 11:43,43
592,1451,2010-03-03 08:47,12
593,1155,2013-10-05 20:05,50
594,1708,2016-06-05 08:51,21
595,86,2024-07-13 21:05,1
596,727,2022-05-05 06:45,52
597,2800,2020-07-10 14:46,8
598,2324,2014-08-10 11:06,15
599,133,2011-04-15 20:22,1
600,1002,2024-07-17 07:05,17
601,1225,2015-08-18 08:17,27
602,2186,2011-08-17 11:58,18
603,1898,2012-12-08 14:04,18
604,2893,2020-11-02 08:52,17
605,1132,2019-11-05 06:50,41
606,1292,2017-08-12 19:10,2
607,1430,2014-11-20 13:51,8
608,1758,2018-07-24 22:34,8
609,2574,2022-07-25 20:30,18
610,959,2016-08-22 15:48,28
611,80,2011-03-11 07:43,45
612,2860,2012-04-17 11:32,51
613,574,2017-07-08 18:53,8
614,964,2022-06-10 06:38,37
615,1749,2018-03-12 18:47,8
616,1215,2020-05-02 02:29,42
617,2484,2021-08-05 22:42,11
618,2836,2013-05-29 20:34,1
619,2547,2019-09-30 02:12,36
620,563,2011-06-19 11:51,54
621,1359,2012-02-01 08:10,4
622,172,2012-03-08 19:16,42
623,1040,2014-12-18 17:27,58
624,237,2019-03-13 08:47,22
625,2398,2013-06-30 21:07,11
626,790,2016-12-20 07:45,21
627,638,2021-01-15 10:15,30
628,1208,2018-10-29 15:23,55
629,125,2017-05-24 16:26,29
630,620,2020-02-06 09:29,44
631,421,2018-01-24 18:48,55
632,696,2010-01-14 16:58,11
633,1427,2014-12-26 16:45,34
634,2298,2011-01-10 08:50,8
635,2699,2016-08-28 17:14,8
636,2124,2014-02-05 06:28,14
637,2086,2014-06-05 11:15,52
638,2370,2019-06-20 12:14,8
639,597,2024-11-04 08:02,34
640,589,2012-04-22 11:24,8
641,2595,2024-06-06 21:35,8
642,969,2023-09-30 14:45,22
643,661,2023-08-12 19:48,17
644,1470,2016-05-17 16:57,19
645,1909,2013-11-15 07:41,21
646,212,2014-11-18 16:42,52
647,2003,2012-08-22 16:46,1
648,2219,2013-10-11 13:56,11
649,1294,2019-10-27 13:00,8
650,1918,2012-06-15 07:14,24
651,1031,2016-11-23 06:48,33
652,68,2012-01-29 22:45,26
653,1730,2014-06-13 16:41,1
654,666,2014-05-14 05:18,8
655,910,2014-02-17 21:22,42
656,11,2019-02-13 18:43,11
657,2048,2014-03-18 23:14,8
658,98,2010-06-13 04:55,8
659,2705,2011-10-24 10:37,43
660,2975,2015-06-14 01:29,15
661,1835,2024-09-21 02:37,28
662,264,2019-11-10 18:46,21
663,1148,2022-04-12 21:19,1
664,960,2015-10-22 04:26,15
665,2978,2011-09-28 19:56,46
666,2858,2015-09-26 03:16,2
667,1305,2010-03-06 18:07,48
668,1197,2020-07-27 23:27,1
669,734,2012-12-05 14:38,19
670,2668,2010-08-04 23:02,8
671,2378,2018-07-25 22:16,10
672,1367,2021-05-06 12:00,12
673,2311,2010-01-08 05:31,8
674,2245,2014-10-21 04:00,43
675,1415,2021-01-20 05:50,21
676,220,2022-08-17 11:25,53
677,2118,2017-09-27 21:16,13
678,2515,2014-07-23 12:11,8
679,2882,2019-04-09 20:43,1
680,1913,2014-06-13 09:22,8
681,2542,2016-06-05 17:48,32
682,304,2023-07-06 10:05,56
683,1044,2017-07-25 22:20,43
684,2159,2021-05-22 15:59,35
685,404,2015-02-09 14:51,8
686,362,2022-01-07 22:44,27
687,2711,2021-12-29 18:29,46
688,538,2021-02-19 11:14,43
689,2846,2022-07-13 20:33,11
690,2323,2018-10-07 07:18,34
691,93,2013-10-09 00:28,11
692,621,2014-03-29 00:17,2
693,2999,2018-07-22 11:29,23
694,2258,2016-12-15 16:47,55
695,171,2011-03-30 01:46,43
696,1997,2012-01-03 01:14,57
697,2343,2012-05-30 22:04,31
698,2520,2022-11-20 00:28,43
699,675,2021-04-30 16:49,60
700,2488,2010-03-05 09:20,14
701,1540,2017-04-10 11:08,2
702,1150,2011-08-12 14:28,37
703,2139,2010-05-30 05:36,55
704,26,2010-07-19 19:32,30
705,23,2016-03-16 15:13,21
706,1799,2010-01-09 02:31,59
707,2750,2022-04-15 19:49,1
708,2646,2020-05-13 11:27,33
709,653,2016-12-16 15:46,8
710,2063,2012-01-22 10:13,8
711,942,2020-06-02 14:34,11
712,1243,2013-11-19 04:19,8
713,1074,2021-06-14 04:06,14
714,518,2016-08-06 18:45,1
715,1128,2023-07-24 20:55,9
716,2631,2021-12-16 19:32,1
717,173,2012-12-17 01:56,38
718,2602,2024-05-24 18:22,41
719,2274,2022-10-31 03:45,45
720,2032,2024-02-01 00:58,2
721,430,2013-06-07 00:13,18
722,967,2011-03-23 10:14,43
723,1890,2020-07-28 11:26,40
724,2665,2024-05-18 07:50,5
725,2118,2023-05-21 23:04,8
726,2229,2010-06-24 18:04,45
727,865,2013-08-23 14:20,14
728,1937,2013-02-01 04:03,19
729,110,2024-01-16 17:44,2
730,2166,2013-04-02 01:43,8
731,1747,2014-09-30 02:29,49
732,953,2016-07-12 18:36,2
733,1757,2011-02-21 17:40,8
734,1156,2015-07-11 15:22,18
735,2924,2011-01-17 03:48,8
736,1863,2013-04-19 21:53,38
737,1615,2021-11-07 23:38,15
738,125,2011-01-05 05:45,43
739,986,2012-10-24 18:25,26
740,610,2019-05-22 22:27,34
741,1482,2010-08-28 16:26,29
742,1296,2021-02-03 22:26,15
743,930,2018-12-14 19:32,16
744,104,2017-09-08 15:36,17
745,2717,2014-07-24 17:51,37
746,672,2023-03-20 16:04,14
747,1711,2024-03-20 22:53,54
748,479,2012-03-13 12:27,2
749,996,2021-07-23 00:41,11
750,1609,2023-04-24 00:19,60
751,2045,2012-11-03 21:56,8
752,1091,2015-03-20 00:07,16
753,311,2021-09-10 22:02,39
754,371,2015-01-03 14:12,12
755,2922,2022-10-02 10:31,54
756,635,2016-06-13 05:12,44
757,1247,2017-02-11 16:03,30
758,2730,2024-04-27 03:08,4
759,2127,2016-09-28 08:28,52
760,1307,2015-06-05 14:59,7
761,220,2012-11-25 00:02,8
762,781,2024-12-28 22:31,54
763,715,2019-03-04 08:50,9
764,949,2024-07-06 04:55,8
765,1520,2014-05-15 12:18,14
766,387,2024-06-13 21:42,8
767,1267,2014-04-03 21:36,8
768,1449,2012-02-03 07:11,27
769,604,2015-11-04 08:02,19
770,2930,2016-07-03 16:40,3
771,2295,2017-06-04 15:31,58
772,2946,2013-11-16 18:34,17
773,1253,2017-03-10 21:26,14
774,223,2013-11-15 19:20,42
775,203,2017-08-24 23:19,18
776,2527,2015-06-10 02:01,8
777,1196,2024-03-04 06:16,11
778,710,2011-01-04 04:25,8
779,239,2015-08-31 11:57,43
780,2648,2021-09-22 20:04,8
781,714,2016-11-19 12:32,8
782,1484,2018-06-25 18:52,20
783,2244,2017-06-05 08:04,48
784,1146,2020-06-23 11:03,8
785,2162,2021-07-03 07:55,11
786,1964,2015-11-07 07:34,51
787,2295,2011-11-25 06:13,10
788,2495,2015-10-22 01:16,43
789,2868,2016-03-31 14:43,8
